condition,rep,seed,inherit_prob,overlay_kind,overlay_strength,overlay_error,overlay_corr,mi_thr,stab_window,t_cross,t_stab,dwell,n_innov,fitness_final,mi_final,delta_fitness,delta_mi,t_fit,lag_fit_minus_stab
TAC_s1.0,10,2606416714,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,41.421875,0.5088699340394532,8.974218749999999,0.25640886059010193,19.0,16.0
TAC_s1.0,11,2606416715,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,36.9453125,0.5374574579951836,4.720312499999999,0.26938201095274134,15.0,12.0
TAC_s1.0,12,2606416716,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,38.5046875,0.49889375174468276,6.405468750000004,0.24137573707719595,32.0,29.0
TAC_s1.0,13,2606416717,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,37.86796875,0.5592468394188297,5.203125,0.29835659371589607,21.0,18.0
TAC_s1.0,14,2606416718,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,42.63203125,0.4646296664963212,9.341406249999999,0.20634273992291075,19.0,16.0
TAC_s1.0,15,2606416719,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,38.21796875,0.5073825441136727,5.168749999999996,0.24537172577747862,16.0,13.0
TAC_s1.0,16,2606416720,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,38.55234375,0.5526987014368985,6.139843749999997,0.2910521645589982,48.0,45.0
TAC_s1.0,17,2606416721,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,36.95546875,0.5518744345626609,3.9250000000000043,0.2986660501946051,20.0,17.0
TAC_s1.0,18,2606416722,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,39.846875,0.4879183489906343,6.961718749999996,0.23011645561576477,19.0,16.0
TAC_s1.0,19,2606416723,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,37.80078125,0.5270361287476821,5.357812500000001,0.27039431710078765,39.0,36.0
TAC_s1.0,20,2606416724,0.8,TAC,1.0,0.01,0.0,0.320527666086021,20,3.0,3.0,0.985,1,38.478125,0.4905340637852281,5.835156249999997,0.23069625832239016,82.0,79.0
